2,1513333541.011639
3,1513333541.013169
0,1513333541.045920
1,1513333541.025898
4,1513333541.009210
2,1513333541.029660
3,0.044721
0,0.071450
1,0.051596
4,0.031120
2,0.029910
3,0.031177
0,0.061712
1,0.041830
4,0.031026
2,0.029499
3,0.031478
0,0.066085
1,0.046260
4,0.028020
2,0.029265
3,0.037145
0,0.074235
1,0.056598
4,0.036733
2,0.029241
3,0.032327
0,0.064228
1,0.045082
4,0.028855
2,0.029967
3,0.033091
0,0.064523
1,0.044559
4,0.027856
2,0.029182
3,0.035335
0,0.072319
1,0.054315
4,0.035575
2,0.031385
3,0.034089
0,0.070556
1,0.052730
4,0.033890
2,0.028775
3,0.034809
0,0.069808
1,0.050192
4,0.029819
2,0.029047
3,0.032639
0,0.067562
1,0.047732
4,0.028713
2,0.029337
3,0.030930
0,0.062158
1,0.042194
4,0.028082
2,0.028589
3,0.029352
0,0.066287
1,0.046918
4,0.029159
2,0.029507
3,0.031314
0,0.069244
1,0.050156
4,0.029750
2,0.030014
3,0.030807
0,0.063010
1,0.043430
4,0.028364
2,0.029059
3,0.031816
0,0.061825
1,0.042499
4,0.028483
2,0.029348
3,0.032876
0,0.065046
1,0.045351
4,0.028084
2,0.036230
3,0.036072
0,0.090592
1,0.072176
4,0.053842
2,0.037165
3,0.032513
0,0.069714
1,0.053233
4,0.034653
2,0.028975
3,0.033074
0,0.063528
1,0.043517
4,0.028410
2,0.029452
3,0.034029
0,0.064631
1,0.044552
4,0.028089
2,0.029317
3,0.033541
0,0.082053
1,0.062826
4,0.042310
2,0.029427
3,0.031004
0,0.062330
1,0.042289
4,0.028803
2,0.029152
3,0.046757
0,0.076660
1,0.056546
4,0.035968
2,0.029786
3,0.032754
0,0.064057
1,0.044024
4,0.028052
2,0.028750
3,0.032125
0,0.065651
1,0.045851
4,0.028680
2,0.029129
3,0.044994
0,0.078303
1,0.058222
4,0.037751
2,0.029690
3,0.030455
0,0.066884
1,0.048359
4,0.028953
2,0.029343
3,0.030126
0,0.061970
1,0.042077
4,0.027945
2,0.029728
3,0.032517
0,0.071528
1,0.051565
4,0.030959
2,0.029693
3,0.033864
0,0.071671
1,0.051877
4,0.031373
2,0.029537
3,0.031055
0,0.069624
1,0.049865
4,0.029376
2,0.030244
3,0.032688
0,0.063137
1,0.043141
4,0.028198
2,0.029419
3,0.031200
0,0.061997
1,0.042065
4,0.028836
2,0.029161
3,0.047359
0,0.068598
1,0.048775
4,0.028336
2,0.028778
3,0.031263
0,0.060904
1,0.041021
4,0.028848
2,0.029513
3,0.029219
0,0.061318
1,0.041491
4,0.028556
2,0.029463
3,0.035010
0,0.065387
1,0.045498
4,0.028095
2,0.028962
3,0.050043
0,0.083897
1,0.064095
4,0.043781
2,0.029258
3,0.038370
0,0.066274
1,0.046430
4,0.028601
2,0.029955
3,0.032420
0,0.061806
1,0.041987
4,0.028341
2,0.029455
3,0.030607
0,0.066705
1,0.047281
4,0.028473
2,0.029472
3,0.033904
0,0.069301
1,0.049656
4,0.029342
2,0.029821
3,0.034919
0,0.073279
1,0.053566
4,0.033924
2,0.029311
3,0.031060
0,0.061718
1,0.041810
4,0.028311
2,0.029345
3,0.033752
0,0.082496
1,0.062926
4,0.042454
2,0.029667
3,0.030815
0,0.061631
1,0.041690
4,0.028286
2,0.029131
3,0.031727
0,0.065962
1,0.046317
4,0.027815
2,0.028752
3,0.032189
0,0.066631
1,0.047273
4,0.027927
2,0.029107
3,0.033239
0,0.063100
1,0.043042
4,0.027875
2,0.029930
3,0.032591
0,0.061521
1,0.041644
4,0.028250
2,0.029240
3,0.032147
0,0.061485
1,0.041412
4,0.029155
2,0.030011
3,0.030932
0,0.062596
1,0.042536
4,0.028291
2,0.028821
3,0.034647
0,0.061758
1,0.041717
4,0.029188
2,0.029437
3,0.032889
0,0.078883
1,0.058693
4,0.037925
2,0.030133
3,0.032070
0,0.066324
1,0.048044
4,0.029092
2,0.028970
3,0.031646
0,0.083600
1,0.063730
4,0.042956
2,0.030026
3,0.031955
0,0.062113
1,0.042173
4,0.028463
2,0.029833
3,0.033311
0,0.065999
1,0.046151
4,0.028655
2,0.029407
3,0.031817
0,0.091162
1,0.072081
4,0.051554
2,0.031108
3,0.031732
0,0.063183
1,0.043228
4,0.028038
2,0.028720
3,0.031666
0,0.066711
1,0.047148
4,0.027996
2,0.028568
3,0.044004
0,0.069588
1,0.049480
4,0.029025
2,0.029000
3,0.031604
0,0.066868
1,0.047425
4,0.028118
2,0.029977
3,0.035942
0,0.078932
1,0.059550
4,0.038945
2,0.029651
3,0.044190
0,0.069345
1,0.049399
4,0.028814
2,0.029080
3,0.032780
0,0.062624
1,0.043251
4,0.028693
2,0.029727
3,0.034516
0,0.065503
1,0.046023
4,0.030444
2,0.030588
3,0.032932
0,0.066586
1,0.047129
4,0.028609
2,0.029395
3,0.032244
0,0.066291
1,0.047219
4,0.028947
2,0.029254
3,0.031448
0,0.065289
1,0.045876
4,0.028090
2,0.030343
3,0.035159
0,0.071025
1,0.051254
4,0.030883
2,0.029179
3,0.044635
0,0.070792
1,0.051064
4,0.030872
2,0.029216
3,0.032388
0,0.064511
1,0.044927
4,0.029336
2,0.028572
3,0.029752
0,0.067846
1,0.048264
4,0.029211
2,0.028997
3,0.031651
0,0.069234
1,0.049486
4,0.029117
2,0.029372
3,0.032080
0,0.065515
1,0.045592
4,0.027989
2,0.029424
3,0.031861
0,0.062324
1,0.042415
4,0.028165
2,0.029360
3,0.031670
0,0.073217
1,0.053392
4,0.033408
2,0.028941
3,0.031307
0,0.066211
1,0.046947
4,0.028709
2,0.029565
